ID_REDE;1_REDE_DE_ENSINO;V00_Total de escolas por rede;V01_Escolas sem instalações elétricas;V02_Escolas com instalações elétricas;V03_1. Acesso adequado - fibra;V04_2. Acesso inadequado - menos de 20 km;V05_3. Acesso inadequado - mais de 20 km;V06_4. Acesso inadequado - localização imprecisa;V07_Escolas acima de 1Mbps;V08_Escolas abaixo de 1Mbps;V09_Escolas com medidor;V10_Escolas sem medidor
Municipal - 2108256;Municipal - Pedro do Rosário;82;1;81;13;68;1;0;1;81;12;70
Municipal - 4213500;Municipal - Porto Belo;16;0;16;13;3;0;0;2;14;8;8
Municipal - 3111606;Municipal - Campos Gerais;10;0;10;8;2;0;0;0;10;0;10
Municipal - 1508084;Municipal - Tucumã;17;0;17;13;3;1;0;3;14;10;7
Municipal - 2108702;Municipal - Pio XII;44;0;44;29;12;2;1;3;41;21;23
Municipal - 3169109;Municipal - Toledo;4;0;4;3;1;0;0;0;4;2;2
Municipal - 2108900;Municipal - Poção de Pedras;47;0;47;36;11;0;0;12;35;27;20
Municipal - 1505437;Municipal - Ourilândia do Norte;35;10;25;21;6;8;0;0;35;9;26
Municipal - 3553401;Municipal - Tanabi;11;0;11;9;1;1;0;1;10;2;9
Municipal - 2210607;Municipal - São Raimundo Nonato;18;0;18;10;7;1;0;1;17;4;14
Municipal - 4207106;Municipal - Ilhota;13;0;13;10;3;0;0;2;11;8;5
Municipal - 2109809;Municipal - Santa Helena;100;0;100;12;56;32;0;4;96;13;87
Municipal - 2615607;Municipal - Trindade;20;0;20;9;11;0;0;0;20;1;19
Municipal - 3148707;Municipal - Pedra Azul;11;0;11;8;2;1;0;1;10;5;6
Municipal - 3551504;Municipal - Serrana;18;0;18;18;0;0;0;0;18;1;17
Municipal - 5008404;Municipal - Vicentina;3;0;3;2;1;0;0;0;3;0;3
Municipal - 5108055;Municipal - Terra Nova do Norte;7;0;7;3;4;0;0;2;5;5;2
Municipal - 2111102;Municipal - São João dos Patos;28;0;28;23;5;0;0;5;23;16;12
Municipal - 3300506;Municipal - Bom Jardim;17;0;17;12;5;0;0;3;14;8;9
Municipal - 2110708;Municipal - São Domingos do Maranhão;51;0;51;26;24;1;0;7;44;17;34
Municipal - 2606507;Municipal - Iati;14;0;14;10;4;0;0;0;14;0;14
Municipal - 2609105;Municipal - Machados;12;0;12;8;4;0;0;0;12;0;12
Municipal - 1506583;Municipal - Santa Maria das Barreiras;19;1;18;1;3;15;0;0;19;3;16
Municipal - 1709005;Municipal - Goiatins;10;0;10;3;1;6;0;0;10;2;8
Municipal - 4107207;Municipal - Dois Vizinhos;22;0;22;22;0;0;0;5;17;17;5
Municipal - 2208304;Municipal - Piracuruca;15;0;15;13;2;0;0;1;14;13;2
Municipal - 2807105;Municipal - Simão Dias;33;0;33;26;7;0;0;11;22;20;13
Municipal - 2906709;Municipal - Cândido Sales;44;0;44;26;16;2;0;4;40;18;26
Municipal - 2111904;Municipal - Sucupira do Norte;17;0;17;9;8;0;0;1;16;6;11
Municipal - 2112100;Municipal - Timbiras;50;0;50;17;19;14;0;5;45;10;40
Municipal - 5004007;Municipal - Glória de Dourados;3;0;3;3;0;0;0;0;3;1;2
Municipal - 4109609;Municipal - Guaratuba;24;0;24;18;6;0;0;1;23;6;18
Municipal - 2112407;Municipal - Turiaçu;95;0;95;21;66;8;0;5;90;18;77
Municipal - 3169802;Municipal - Turvolândia;2;0;2;2;0;0;0;0;2;1;1
Municipal - 4108304;Municipal - Foz do Iguaçu;93;0;93;93;0;0;0;71;22;82;11
Municipal - 4127205;Municipal - Terra Boa;10;0;10;8;2;0;0;1;9;3;7
Municipal - 2414001;Municipal - Tangará;11;0;11;8;3;0;0;0;11;2;9
Municipal - 3123700;Municipal - Engenheiro Caldas;5;0;5;5;0;0;0;3;2;4;1
Municipal - 3101631;Municipal - Alfredo Vasconcelos;6;0;6;2;4;0;0;0;6;1;5
Municipal - 3103405;Municipal - Araçuaí;21;1;20;8;12;1;0;1;20;6;15
Municipal - 4304200;Municipal - Candelária;18;0;18;9;9;0;0;0;18;4;14
Municipal - 1722107;Municipal - Xambioá;6;0;6;5;1;0;0;0;6;0;6
Municipal - 3104403;Municipal - Argirita;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3105103;Municipal - Bambuí;10;0;10;7;2;1;0;0;10;4;6
Municipal - 2922003;Municipal - Mucuri;26;0;26;14;8;0;4;0;26;3;23
Municipal - 2407104;Municipal - Macaíba;45;0;45;43;1;0;1;11;34;40;5
Municipal - 2516300;Municipal - Sumé;11;0;11;8;3;0;0;0;11;4;7
Municipal - 3135803;Municipal - Jequitinhonha;17;0;17;7;7;3;0;0;17;1;16
Municipal - 5219712;Municipal - Santo Antônio da Barra;3;0;3;3;0;0;0;1;2;1;2
Municipal - 3101706;Municipal - Almenara;29;0;29;15;11;1;2;1;28;6;23
Municipal - 5007695;Municipal - São Gabriel do Oeste;9;0;9;8;0;1;0;2;7;5;4
Municipal - 4207858;Municipal - Irati;3;0;3;2;1;0;0;0;3;0;3
Municipal - 4110201;Municipal - Inácio Martins;11;0;11;6;5;0;0;0;11;0;11
Municipal - 3520905;Municipal - Ipaussu;8;0;8;8;0;0;0;0;8;2;6
Municipal - 4215505;Municipal - Santa Cecília;11;0;11;8;3;0;0;3;8;6;5
Municipal - 4305355;Municipal - Charqueadas;17;0;17;16;1;0;0;3;14;9;8
Municipal - 3511300;Municipal - Cedral;3;0;3;3;0;0;0;0;3;1;2
Municipal - 4200556;Municipal - Águas Frias;3;0;3;3;0;0;0;1;2;1;2
Municipal - 5106240;Municipal - Nova Ubiratã;13;1;12;8;0;2;3;0;13;8;5
Municipal - 4218707;Municipal - Tubarão;43;0;43;43;0;0;0;24;19;36;7
Municipal - 2910859;Municipal - Filadélfia;21;0;21;17;4;0;0;1;20;9;12
Municipal - 3141009;Municipal - Mato Verde;8;0;8;3;5;0;0;0;8;1;7
Municipal - 3517406;Municipal - Guaíra;14;0;14;14;0;0;0;0;14;2;12
Municipal - 4213906;Municipal - Presidente Castello Branco;3;0;3;3;0;0;0;0;3;1;2
Municipal - 2401206;Municipal - Arês;11;0;11;8;3;0;0;3;8;5;6
Municipal - 3111705;Municipal - Canaã;4;0;4;3;1;0;0;0;4;0;4
Municipal - 5003488;Municipal - Dois Irmãos do Buriti;7;0;7;5;1;1;0;2;5;2;5
Municipal - 1702406;Municipal - Arraias;11;1;10;2;3;6;0;0;11;1;10
Municipal - 4202800;Municipal - Braço do Norte;22;0;22;21;1;0;0;7;15;9;13
Municipal - 2500106;Municipal - Água Branca;16;0;16;3;13;0;0;0;16;0;16
Municipal - 3543303;Municipal - Ribeirão Pires;33;0;33;33;0;0;0;12;21;30;3
Municipal - 2208205;Municipal - Pio IX;17;0;17;5;7;5;0;0;17;1;16
Municipal - 1507508;Municipal - São João do Araguaia;29;0;29;6;20;3;0;0;29;1;28
Municipal - 3169505;Municipal - Tumiritinga;5;0;5;3;2;0;0;1;4;2;3
Municipal - 3525508;Municipal - Joanópolis;8;0;8;6;2;0;0;0;8;1;7
Municipal - 4217501;Municipal - Seara;10;0;10;10;0;0;0;3;7;7;3
Municipal - 3120706;Municipal - Cruzeiro da Fortaleza;5;0;5;4;1;0;0;1;4;2;3
Municipal - 4101507;Municipal - Arapongas;47;0;47;44;3;0;0;12;35;24;23
Municipal - 3121100;Municipal - Delfim Moreira;4;0;4;2;2;0;0;0;4;0;4
Municipal - 2606606;Municipal - Ibimirim;17;0;17;8;9;0;0;0;17;3;14
Municipal - 3124609;Municipal - Estrela Dalva;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4125001;Municipal - São João do Ivaí;10;0;10;6;3;0;1;0;10;2;8
Municipal - 3125952;Municipal - Fervedouro;9;0;9;3;6;0;0;0;9;1;8
Municipal - 2607703;Municipal - Itapetim;14;0;14;8;4;0;2;3;11;8;6
Municipal - 3127107;Municipal - Frutal;18;0;18;13;5;0;0;2;16;11;7
Municipal - 4117008;Municipal - Nova Fátima;5;0;5;4;1;0;0;0;5;0;5
Municipal - 2509305;Municipal - Mataraca;7;0;7;5;2;0;0;1;6;2;5
Municipal - 4128005;Municipal - Ubiratã;15;0;15;14;1;0;0;0;15;0;15
Municipal - 5106265;Municipal - Novo Mundo;6;0;6;5;1;0;0;0;6;3;3
Municipal - 4101408;Municipal - Apucarana;58;0;58;58;0;0;0;17;41;51;7
Municipal - 4127106;Municipal - Telêmaco Borba;39;0;39;38;1;0;0;3;36;12;27
Municipal - 4124020;Municipal - Santa Tereza do Oeste;8;0;8;7;1;0;0;1;7;4;4
Municipal - 4126272;Municipal - Saudade do Iguaçu;3;0;3;3;0;0;0;0;3;0;3
Municipal - 4108007;Municipal - Florestópolis;7;0;7;7;0;0;0;1;6;1;6
Municipal - 2404309;Municipal - Governador Dix-Sept Rosado;11;0;11;10;1;0;0;0;11;2;9
Municipal - 2511905;Municipal - Pitimbu;22;0;22;15;7;0;0;1;21;3;19
Municipal - 3140001;Municipal - Mariana;25;0;25;19;6;0;0;0;25;17;8
Municipal - 4118600;Municipal - Paula Freitas;6;0;6;6;0;0;0;2;4;2;4
Municipal - 4109807;Municipal - Ibiporã;29;0;29;25;4;0;0;12;17;21;8
Municipal - 4313805;Municipal - Palmitinho;6;0;6;6;0;0;0;0;6;3;3
Municipal - 4115408;Municipal - Marmeleiro;8;0;8;7;1;0;0;3;5;6;2
Municipal - 2206803;Municipal - Nossa Senhora dos Remédios;26;0;26;5;21;0;0;0;26;0;26
Municipal - 3152006;Municipal - Pompéu;15;0;15;13;2;0;0;2;13;2;13
Municipal - 4100608;Municipal - Alto Paraná;10;0;10;10;0;0;0;1;9;5;5
Municipal - 2401701;Municipal - Bom Jesus;7;0;7;6;1;0;0;1;6;6;1
Municipal - 3554102;Municipal - Taubaté;121;0;121;117;2;0;2;23;98;110;11
Municipal - 2709400;Municipal - Viçosa;23;0;23;9;14;0;0;0;23;0;23
Municipal - 4111902;Municipal - Jaguapitã;5;0;5;5;0;0;0;0;5;3;2
Municipal - 3138203;Municipal - Lavras;35;0;35;30;5;0;0;0;35;11;24
Municipal - 2912509;Municipal - Ibipitanga;16;0;16;9;7;0;0;1;15;9;7
Municipal - 4104428;Municipal - Candói;10;0;10;8;2;0;0;4;6;5;5
Municipal - 3548500;Municipal - Santos;86;0;86;85;1;0;0;40;46;62;24
Municipal - 3506409;Municipal - Bilac;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3139904;Municipal - Maria da Fé;11;0;11;10;1;0;0;3;8;5;6
Municipal - 5104559;Municipal - Itaúba;4;0;4;3;0;1;0;0;4;0;4
Municipal - 4120853;Municipal - Quatro Pontes;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3546009;Municipal - Santa Branca;9;0;9;8;1;0;0;0;9;3;6
Municipal - 3164704;Municipal - São Sebastião do Paraíso;23;0;23;17;6;0;0;4;19;7;16
Municipal - 3503604;Municipal - Areiópolis;7;0;7;6;1;0;0;1;6;3;4
Municipal - 3143104;Municipal - Monte Carmelo;18;0;18;15;3;0;0;2;16;7;11
Municipal - 2928950;Municipal - São Domingos;9;0;9;5;4;0;0;0;9;0;9
Municipal - 3107604;Municipal - Bom Jesus da Penha;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3103751;Municipal - Araporã;5;0;5;5;0;0;0;0;5;1;4
Municipal - 3522406;Municipal - Itapeva;56;0;56;51;5;0;0;33;23;47;9
Municipal - 3501707;Municipal - Américo Brasiliense;14;0;14;14;0;0;0;0;14;11;3
Municipal - 3144300;Municipal - Nanuque;13;0;13;11;1;1;0;3;10;5;8
Municipal - 5208103;Municipal - Formoso;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3522307;Municipal - Itapetininga;79;0;79;77;2;0;0;23;56;58;21
Municipal - 1700707;Municipal - Alvorada;5;0;5;5;0;0;0;0;5;3;2
Municipal - 3147105;Municipal - Pará de Minas;32;0;32;28;4;0;0;2;30;11;21
Municipal - 3147204;Municipal - Paraguaçu;7;0;7;7;0;0;0;1;6;3;4
Municipal - 4312203;Municipal - Maximiliano de Almeida;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3149705;Municipal - Perdigão;5;0;5;5;0;0;0;0;5;1;4
Municipal - 2806107;Municipal - Rosário do Catete;6;0;6;4;2;0;0;0;6;1;5
Municipal - 1702158;Municipal - Araguanã;4;0;4;3;1;0;0;0;4;0;4
Municipal - 4219853;Municipal - Zortéa;2;0;2;2;0;0;0;0;2;0;2
Municipal - 1702208;Municipal - Araguatins;21;0;21;10;8;2;1;3;18;7;14
Municipal - 3149804;Municipal - Perdizes;11;0;11;4;7;0;0;0;11;3;8
Municipal - 3150307;Municipal - Piedade do Rio Grande;3;0;3;2;1;0;0;2;1;2;1
Municipal - 4128104;Municipal - Umuarama;40;0;40;39;1;0;0;21;19;36;4
Municipal - 3124500;Municipal - Estiva;6;0;6;5;1;0;0;2;4;3;3
Municipal - 1703206;Municipal - Bernardo Sayão;5;0;5;2;2;1;0;0;5;1;4
Municipal - 3151503;Municipal - Piumhi;16;0;16;15;1;0;0;2;14;4;12
Municipal - 1703602;Municipal - Brasilândia do Tocantins;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3521101;Municipal - Ipeúna;4;0;4;4;0;0;0;1;3;1;3
Municipal - 2803500;Municipal - Lagarto;76;0;76;59;17;0;0;13;63;43;33
Municipal - 3152170;Municipal - Ponto dos Volantes;14;0;14;10;4;0;0;1;13;10;4
Municipal - 2904852;Municipal - Cabaceiras do Paraguaçu;28;0;28;13;14;0;1;1;27;11;17
Municipal - 5101902;Municipal - Brasnorte;11;0;11;10;0;1;0;1;10;7;4
Municipal - 4117701;Municipal - Palmeira;19;0;19;16;3;0;0;0;19;9;10
Municipal - 3153707;Municipal - Quartel Geral;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3154507;Municipal - Riacho dos Machados;9;0;9;4;3;2;0;0;9;2;7
Municipal - 3508009;Municipal - Buri;17;0;17;14;3;0;0;1;16;3;14
Municipal - 5207535;Municipal - Faina;8;0;8;2;4;1;1;0;8;0;8
Municipal - 4120655;Municipal - Quarto Centenário;4;0;4;2;2;0;0;1;3;1;3
Municipal - 3131307;Municipal - Ipatinga;46;0;46;46;0;0;0;16;30;37;9
Municipal - 1713205;Municipal - Miracema do Tocantins;11;0;11;7;3;1;0;1;10;2;9
Municipal - 1713304;Municipal - Miranorte;6;0;6;5;1;0;0;1;5;3;3
Municipal - 1714203;Municipal - Natividade;4;0;4;2;1;1;0;0;4;0;4
Municipal - 2202901;Municipal - Corrente;26;0;26;15;10;1;0;2;24;15;11
Municipal - 2914505;Municipal - Irará;28;0;28;15;13;0;0;1;27;17;11
Municipal - 4201703;Municipal - Ascurra;4;0;4;4;0;0;0;0;4;0;4
Municipal - 2602209;Municipal - Bom Jardim;26;0;26;24;2;0;0;4;22;18;8
Municipal - 4103206;Municipal - Bom Sucesso;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4212270;Municipal - Passos Maia;4;0;4;2;2;0;0;0;4;2;2
Municipal - 4217907;Municipal - Tangará;4;0;4;3;1;0;0;1;3;2;2
Municipal - 2608453;Municipal - Lagoa do Carro;14;0;14;7;7;0;0;0;14;1;13
Municipal - 2909109;Municipal - Coribe;19;0;19;11;8;0;0;6;13;12;7
Municipal - 1718204;Municipal - Porto Nacional;29;0;29;23;5;1;0;4;25;24;5
Municipal - 3163409;Municipal - São José do Goiabal;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3133758;Municipal - Itaú de Minas;7;0;7;7;0;0;0;4;3;6;1
Municipal - 2205003;Municipal - Itainópolis;15;0;15;6;0;9;0;1;14;4;11
Municipal - 1718907;Municipal - Santa Rosa do Tocantins;4;0;4;3;1;0;0;0;4;1;3
Municipal - 2202802;Municipal - Conceição do Canindé;7;0;7;7;0;0;0;1;6;4;3
Municipal - 2516607;Municipal - Tavares;11;0;11;9;2;0;0;1;10;4;7
Municipal - 3168309;Municipal - Taquaraçu de Minas;3;0;3;3;0;0;0;1;2;2;1
Municipal - 4107603;Municipal - Faxinal;11;0;11;11;0;0;0;5;6;10;1
Municipal - 3513702;Municipal - Descalvado;23;0;23;23;0;0;0;13;10;18;5
Municipal - 1721109;Municipal - Tocantínia;6;0;6;4;2;0;0;0;6;4;2
Municipal - 4125704;Municipal - São Miguel do Iguaçu;19;0;19;18;1;0;0;8;11;15;4
Municipal - 4208500;Municipal - Ituporanga;13;0;13;10;3;0;0;3;10;9;4
Municipal - 4313300;Municipal - Nova Prata;12;0;12;11;1;0;0;2;10;5;7
Municipal - 1721208;Municipal - Tocantinópolis;15;0;15;10;5;0;0;2;13;4;11
Municipal - 2516706;Municipal - Teixeira;15;0;15;6;9;0;0;0;15;2;13
Municipal - 1722081;Municipal - Wanderlândia;8;0;8;4;4;0;0;0;8;1;7
Municipal - 2903904;Municipal - Bom Jesus da Lapa;54;0;54;41;7;5;1;5;49;40;14
Municipal - 4206702;Municipal - Herval d'Oeste;10;0;10;9;1;0;0;0;10;5;5
Municipal - 4317509;Municipal - Santo Ângelo;41;0;41;36;4;0;1;18;23;34;7
Municipal - 3144656;Municipal - Ninheira;11;0;11;2;9;0;0;0;11;0;11
Municipal - 2512200;Municipal - Prata;3;0;3;3;0;0;0;0;3;0;3
Municipal - 2508554;Municipal - Logradouro;5;0;5;4;1;0;0;0;5;0;5
Municipal - 2508000;Municipal - Juru;9;0;9;4;5;0;0;0;9;1;8
Municipal - 5002605;Municipal - Camapuã;7;0;7;7;0;0;0;0;7;6;1
Municipal - 3510500;Municipal - Caraguatatuba;54;0;54;52;0;0;2;12;42;48;6
Municipal - 2613602;Municipal - São José do Egito;19;1;18;8;11;0;0;0;19;3;16
Municipal - 2706406;Municipal - Pão de Açúcar;25;0;25;10;15;0;0;1;24;3;22
Municipal - 2911857;Municipal - Heliópolis;16;0;16;10;6;0;0;1;15;6;10
Municipal - 5005681;Municipal - Mundo Novo;7;0;7;7;0;0;0;1;6;3;4
Municipal - 5105002;Municipal - Jauru;4;0;4;3;1;0;0;0;4;2;2
Municipal - 2512077;Municipal - Poço de José de Moura;12;0;12;10;2;0;0;0;12;0;12
Municipal - 2403202;Municipal - Doutor Severiano;7;0;7;7;0;0;0;2;5;6;1
Municipal - 5005004;Municipal - Jardim;11;0;11;11;0;0;0;4;7;10;1
Municipal - 5005608;Municipal - Miranda;14;0;14;12;2;0;0;4;10;10;4
Municipal - 2515203;Municipal - São Sebastião do Umbuzeiro;3;0;3;3;0;0;0;0;3;0;3
Municipal - 4117255;Municipal - Nova Prata do Iguaçu;6;0;6;5;1;0;0;0;6;3;3
Municipal - 4100509;Municipal - Altônia;8;0;8;6;2;0;0;2;6;3;5
Municipal - 2507903;Municipal - Juripiranga;10;0;10;8;2;0;0;0;10;3;7
Municipal - 2410306;Municipal - Serra Caiada;14;0;14;6;8;0;0;0;14;2;12
Municipal - 2414803;Municipal - Vera Cruz;7;0;7;4;3;0;0;0;7;1;6
Municipal - 2511400;Municipal - Picuí;16;0;16;11;5;0;0;3;13;8;8
Municipal - 3536406;Municipal - Paulicéia;4;0;4;3;1;0;0;0;4;1;3
Municipal - 2612406;Municipal - Sanharó;15;0;15;11;4;0;0;0;15;6;9
Municipal - 5103957;Municipal - Glória D'Oeste;3;0;3;3;0;0;0;1;2;2;1
Municipal - 2707602;Municipal - Quebrangulo;6;0;6;6;0;0;0;0;6;2;4
Municipal - 5105903;Municipal - Nobres;7;0;7;5;1;1;0;0;7;6;1
Municipal - 3203700;Municipal - Muniz Freire;13;0;13;8;5;0;0;1;12;8;5
Municipal - 4117453;Municipal - Ouro Verde do Oeste;3;0;3;2;1;0;0;1;2;2;1
Municipal - 3107505;Municipal - Bom Jardim de Minas;5;0;5;3;2;0;0;0;5;0;5
Municipal - 2405207;Municipal - Janduís;5;0;5;3;2;0;0;0;5;1;4
Municipal - 4106407;Municipal - Cornélio Procópio;25;0;25;24;1;0;0;18;7;22;3
Municipal - 2706901;Municipal - Pilar;23;0;23;23;0;0;0;0;23;17;6
Municipal - 4103701;Municipal - Cambé;44;0;44;42;2;0;0;4;40;20;24
Municipal - 4113734;Municipal - Luiziana;3;0;3;3;0;0;0;0;3;0;3
Municipal - 4116950;Municipal - Nova Esperança do Sudoeste;4;0;4;3;1;0;0;1;3;2;2
Municipal - 4123006;Municipal - Salto do Lontra;10;0;10;6;4;0;0;0;10;2;8
Municipal - 4105409;Municipal - Chopinzinho;14;0;14;13;1;0;0;2;12;12;2
Municipal - 3202652;Municipal - Irupi;11;0;11;5;6;0;0;0;11;0;11
Municipal - 4121505;Municipal - Rebouças;11;0;11;6;5;0;0;2;9;5;6
Municipal - 4127502;Municipal - Tibagi;10;0;10;10;0;0;0;0;10;1;9
Municipal - 4110300;Municipal - Inajá;2;0;2;2;0;0;0;0;2;1;1
Municipal - 2500403;Municipal - Alagoa Nova;35;0;35;21;14;0;0;1;34;2;33
Municipal - 4114401;Municipal - Mangueirinha;12;0;12;11;1;0;0;2;10;7;5
Municipal - 4115739;Municipal - Mato Rico;3;0;3;2;1;0;0;0;3;1;2
Municipal - 4123501;Municipal - Santa Helena;16;0;16;16;0;0;0;6;10;13;3
Municipal - 2504702;Municipal - Congo;7;0;7;3;4;0;0;0;7;0;7
Municipal - 2909000;Municipal - Cordeiros;10;0;10;5;5;0;0;0;10;2;8
Municipal - 4110508;Municipal - Ipiranga;10;0;10;8;2;0;0;3;7;7;3
Municipal - 4126207;Municipal - Sapopema;7;0;7;7;0;0;0;1;6;4;3
Municipal - 4219309;Municipal - Videira;28;0;28;26;2;0;0;17;11;27;1
Municipal - 4300307;Municipal - Alecrim;5;0;5;1;4;0;0;0;5;0;5
Municipal - 2406908;Municipal - Lucrécia;4;0;4;3;1;0;0;1;3;2;2
Municipal - 2611507;Municipal - Quipapá;15;0;15;7;8;0;0;0;15;0;15
Municipal - 5007208;Municipal - Rio Brilhante;21;0;21;19;2;0;0;3;18;14;7
Municipal - 5000906;Municipal - Antônio João;6;0;6;2;0;4;0;0;6;1;5
Municipal - 3153301;Municipal - Presidente Kubitschek;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4102109;Municipal - Astorga;15;0;15;13;2;0;0;5;10;8;7
Municipal - 4107504;Municipal - Engenheiro Beltrão;11;0;11;11;0;0;0;1;10;8;3
Municipal - 4112108;Municipal - Jandaia do Sul;10;0;10;10;0;0;0;1;9;5;5
Municipal - 2509909;Municipal - Natuba;18;0;18;10;6;0;2;0;18;0;18
Municipal - 5107107;Municipal - São José dos Quatro Marcos;7;0;7;7;0;0;0;4;3;4;3
Municipal - 3162203;Municipal - São João Batista do Glória;3;0;3;3;0;0;0;0;3;1;2
Municipal - 2404200;Municipal - Goianinha;27;0;27;24;3;0;0;10;17;19;8
Municipal - 3137809;Municipal - Lambari;10;0;10;4;6;0;0;0;10;1;9
Municipal - 3130903;Municipal - Inhapim;25;0;25;9;15;0;1;4;21;4;21
Municipal - 3304144;Municipal - Queimados;34;0;34;33;1;0;0;6;28;24;10
Municipal - 2512101;Municipal - Pombal;29;0;29;13;16;0;0;1;28;4;25
Municipal - 2403608;Municipal - Extremoz;26;0;26;22;4;0;0;3;23;9;17
Municipal - 4304101;Municipal - Campos Borges;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3161007;Municipal - São Domingos do Prata;10;0;10;5;5;0;0;0;10;3;7
Municipal - 4216800;Municipal - São José do Cerrito;16;0;16;4;12;0;0;3;13;3;13
Municipal - 4215455;Municipal - Sangão;6;0;6;3;3;0;0;0;6;0;6
Municipal - 4107256;Municipal - Douradina;3;0;3;3;0;0;0;0;3;1;2
Municipal - 4204251;Municipal - Cocal do Sul;12;0;12;12;0;0;0;8;4;10;2
Municipal - 2931400;Municipal - Teodoro Sampaio;7;0;7;5;0;0;2;0;7;4;3
Municipal - 2612208;Municipal - Salgueiro;24;0;24;17;5;2;0;0;24;9;15
Municipal - 2803203;Municipal - Itaporanga d'Ajuda;35;0;35;24;11;0;0;3;32;13;22
Municipal - 4115457;Municipal - Marquinho;4;0;4;2;2;0;0;0;4;0;4
Municipal - 4309407;Municipal - Guaporé;10;0;10;10;0;0;0;0;10;9;1
Municipal - 2412302;Municipal - São José do Campestre;11;0;11;9;2;0;0;0;11;7;4
Municipal - 5007950;Municipal - Tacuru;5;0;5;1;3;1;0;0;5;0;5
Municipal - 3550100;Municipal - São Manuel;13;0;13;13;0;0;0;8;5;10;3
Municipal - 2501906;Municipal - Belém;16;0;16;9;7;0;0;1;15;2;14
Municipal - 2501534;Municipal - Baraúna;4;0;4;3;1;0;0;0;4;0;4
Municipal - 2927903;Municipal - Santa Inês;10;0;10;9;1;0;0;1;9;2;8
Municipal - 3115458;Municipal - Catuji;10;0;10;3;7;0;0;0;10;1;9
Municipal - 2500304;Municipal - Alagoa Grande;31;0;31;18;13;0;0;0;31;3;28
Municipal - 3504404;Municipal - Avanhandava;6;0;6;6;0;0;0;0;6;0;6
Municipal - 2500908;Municipal - Arara;14;0;14;10;4;0;0;5;9;10;4
Municipal - 2601300;Municipal - Barra de Guabiraba;9;0;9;7;2;0;0;0;9;0;9
Municipal - 2608008;Municipal - Jataúba;29;0;29;5;24;0;0;0;29;0;29
Municipal - 2502151;Municipal - Boa Vista;10;0;10;5;5;0;0;0;10;2;8
Municipal - 2502409;Municipal - Bonito de Santa Fé;17;0;17;4;13;0;0;1;16;1;16
Municipal - 2502508;Municipal - Boqueirão;18;0;18;7;11;0;0;0;18;0;18
Municipal - 2502706;Municipal - Borborema;8;0;8;5;3;0;0;3;5;5;3
Municipal - 4115309;Municipal - Mariópolis;4;0;4;4;0;0;0;0;4;2;2
Municipal - 4128658;Municipal - Virmond;2;0;2;2;0;0;0;0;2;1;1
Municipal - 2503001;Municipal - Caaporã;20;0;20;12;8;0;0;0;20;4;16
Municipal - 4211207;Municipal - Morro da Fumaça;12;0;12;12;0;0;0;3;9;8;4
Municipal - 2503605;Municipal - Caiçara;8;0;8;7;1;0;0;0;8;3;5
Municipal - 2503704;Municipal - Cajazeiras;28;0;28;18;9;0;1;2;26;15;13
Municipal - 3170701;Municipal - Varginha;34;0;34;33;1;0;0;3;31;26;8
Municipal - 3123908;Municipal - Entre Rios de Minas;8;0;8;3;5;0;0;0;8;1;7
Municipal - 3550001;Municipal - São Luiz do Paraitinga;8;0;8;3;5;0;0;0;8;2;6
Municipal - 4301404;Municipal - Arvorezinha;4;0;4;3;1;0;0;0;4;0;4
Municipal - 2504355;Municipal - Caturité;7;0;7;6;1;0;0;1;6;3;4
Municipal - 2504900;Municipal - Cruz do Espírito Santo;18;0;18;17;1;0;0;0;18;4;14
Municipal - 2923803;Municipal - Paripiranga;16;0;16;16;0;0;0;1;15;13;3
Municipal - 3107406;Municipal - Bom Despacho;16;0;16;16;0;0;0;9;7;14;2
Municipal - 5004601;Municipal - Itaquiraí;5;0;5;4;0;1;0;0;5;1;4
Municipal - 4303509;Municipal - Camaquã;31;0;31;25;6;0;0;18;13;26;5
Municipal - 2507200;Municipal - Itatuba;12;0;12;6;6;0;0;0;12;0;12
Municipal - 2411908;Municipal - São Francisco do Oeste;4;0;4;2;2;0;0;0;4;2;2
Municipal - 2707800;Municipal - Roteiro;7;0;7;5;2;0;0;0;7;5;2
Municipal - 3513207;Municipal - Cristais Paulista;3;0;3;3;0;0;0;0;3;1;2
Municipal - 2402006;Municipal - Caicó;31;0;31;23;8;0;0;3;28;19;12
Municipal - 2412401;Municipal - São José do Seridó;3;0;3;2;1;0;0;1;2;2;1
Municipal - 2600807;Municipal - Altinho;20;0;20;6;14;0;0;0;20;0;20
Municipal - 4123105;Municipal - Santa Amélia;3;0;3;3;0;0;0;0;3;0;3
Municipal - 3152105;Municipal - Ponte Nova;23;0;23;20;3;0;0;3;20;17;6
